image_id,gender,age,headshape,hair,hair_type,hair_color,forehead_occlusion,eyebrow_size,eyebrow_shape,eyes_color,eyes_size,eyes_shape,bags_under_eyes,narrow_eyes,eye_makeup,eyes_occlusion,nose_size,lips_size,lipstick,mouth_open,chin_shape,mustache,beard,goatee,sideburns,makeup,skin,expression,smile,glasses,hat
02398.jpg,woman,young,round head,,wavy hair,brown hair,,thin eyebrow,round eyebrow,brown eyes,big eyes,almond eyes,,,eye makeup,,bulbous nose,big lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
01652.jpg,man,old,round head,,,,forehead occlusion,normal eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,,,big nose,,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,hat
03403.jpg,female,young,round head,,,black hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,big nose,,lipstick,open mouth,,,,,,less makeup,white skin,happiness,happy,,
01264.jpg,female,young,round head,,,brown hair,,normal eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
04989.jpg,female,young,round head,,wavy hair,black hair,,bushy eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,narrow eyes,eye makeup,,,full lips,lipstick,open mouth,,,,,,heavy makeup,wheat colour skin,happiness,happy,,
00873.jpg,male,young,round head,,wavy hair,black hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,,,closed mouth,,mustache,beard,,,less makeup,pale skin,neutral,,,
02026.jpg,man,aged,square head,,,brown hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,pointy nose,full lips,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,
02809.jpg,woman,aged,square head,,wavy hair,black hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,downturned eyes,,narrow eyes,eye makeup,,bulbous nose,big lips,lipstick,open mouth,,,,,,wearing makeup,black skin,happiness,smile,,
04415.jpg,female,young,round head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,black eyes,big eyes,downturned eyes,,,eye makeup,,,big lips,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,smile,,
03875.jpg,man,aged,rectangle head,receding hair,,gray hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,,,,big nose,,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
01947.jpg,man,aged,oval head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
03185.jpg,woman,young,round head,,,brown hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,upturned eyes,,narrow eyes,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
03146.jpg,female,young,oval head,,,brown hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,downturned eyes,bags under eyes,,eye makeup,,,big lips,lipstick,open mouth,,,,,,less makeup,pale skin,happiness,happy,,
03326.jpg,female,young,square head,,,brown hair,,thin eyebrow,straight eyebrow,blue eyes,big eyes,upturned eyes,bags under eyes,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
02529.jpg,male,young,round head,,,black hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
01314.jpg,male,aged,triangle head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,open mouth,,,beard,,,less makeup,white skin,happiness,smile,,
01457.jpg,man,old,rectangle head,,,brown hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,double chin,,,,,less makeup,wheat colour skin,neutral,,,
00904.jpg,woman,aged,oval head,,wavy hair,black hair,,normal eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,,big lips,lipstick,closed mouth,,,,,,heavy makeup,fair skin,neutral,,,
03204.jpg,male,young,oval head,,wavy hair,brown hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,,,,,big lips,,open mouth,,,,,,less makeup,fair skin,happiness,smile,,
02353.jpg,woman,young,triangle head,,straight hair,brown hair,,thick eyebrow,angled eyebrow,green eyes,small eyes,almond eyes,,,eye makeup,,,full lips,,closed mouth,,,,,,less makeup,white skin,neutral,smile,,
01119.jpg,man,aged,oval head,,straight hair,brown hair,,thick eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,bulbous nose,full lips,,closed mouth,double chin,mustache,beard,,,less makeup,brown skin,happiness,smile,,
01291.jpg,male,young,oval head,,straight hair,black hair,,thick eyebrow,angled eyebrow,brown eyes,big eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,full lips,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03575.jpg,female,young,round head,,wavy hair,blonde hair,,normal eyebrow,angled eyebrow,gray eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
02499.jpg,female,young,oval head,,,black hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,big nose,full lips,lipstick,open mouth,,,,,,heavy makeup,brown skin,happiness,smile,,
02399.jpg,male,old,round head,receding hair,,gray hair,,thick eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,open mouth,double chin,,,,,less makeup,pale skin,happiness,smile,,
02680.jpg,woman,young,rectangle head,,straight hair,brown hair,,normal eyebrow,angled eyebrow,gray eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,,,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
03390.jpg,man,old,oval head,bald,,black hair,,thick eyebrow,straight eyebrow,black eyes,normal eyes,downturned eyes,bags under eyes,narrow eyes,,,big nose,,,closed mouth,,mustache,beard,goatee,,less makeup,fair skin,neutral,,,
02231.jpg,female,young,oval head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,blue eyes,normal eyes,upturned eyes,,narrow eyes,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
04273.jpg,woman,young,triangle head,,wavy hair,blonde hair,,normal eyebrow,round eyebrow,gray eyes,small eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,closed mouth,,,,,,wearing makeup,pale skin,neutral,,,
02619.jpg,man,young,oval head,,,,forehead occlusion,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,,,,,big nose,thick lips,,closed mouth,,,,,,less makeup,white skin,neutral,,,hat
00203.jpg,woman,young,oval head,,wavy hair,brown hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,,full lips,lipstick,open mouth,,,,,,less makeup,pale skin,happiness,smile,,
04902.jpg,female,young,square head,,wavy hair,blonde hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,upturned eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03280.jpg,woman,young,oval head,,wavy hair,blonde hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
00869.jpg,woman,young,rectangle head,,,brown hair,,thick eyebrow,angled eyebrow,blue eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,heavy makeup,pale skin,happiness,happy,,
01699.jpg,male,aged,triangle head,receding hair,,brown hair,,normal eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,bulbous nose,,,open mouth,,,beard,goatee,,less makeup,white skin,happiness,smile,,
02863.jpg,male,young,oval head,receding hair,,black hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,thick lips,,closed mouth,double chin,mustache,beard,goatee,,less makeup,black skin,neutral,,,
03164.jpg,woman,young,triangle head,,,black hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,upturned eyes,,,eye makeup,,,full lips,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03388.jpg,woman,young,round head,,wavy hair,blonde hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,,narrow eyes,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
03904.jpg,woman,young,oval head,,,blonde hair,,thin eyebrow,round eyebrow,brown eyes,big eyes,almond eyes,bags under eyes,,eye makeup,,,,,closed mouth,,,,,,less makeup,pale skin,neutral,,,
00279.jpg,woman,young,triangle head,,wavy hair,blonde hair,,normal eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,heavy makeup,white skin,neutral,,,
02981.jpg,female,young,oval head,,wavy hair,black hair,,normal eyebrow,angled eyebrow,brown eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,wearing makeup,pale skin,happiness,,,
02646.jpg,male,old,square head,receding hair,,gray hair,,thick eyebrow,round eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,eye makeup,,bulbous nose,,,open mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
03910.jpg,male,old,oval head,,,brown hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,
04146.jpg,male,aged,round head,,,black hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,bags under eyes,narrow eyes,,,big nose,,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
02927.jpg,woman,young,square head,,straight hair,brown hair,,thin eyebrow,round eyebrow,black eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,,,lipstick,open mouth,,,,,,less makeup,white skin,happiness,smile,,
01060.jpg,woman,young,round head,,,black hair,,bushy eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,thick lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
01485.jpg,woman,old,round head,receding hair,,gray hair,,thin eyebrow,angled eyebrow,gray eyes,normal eyes,downturned eyes,bags under eyes,,eye makeup,,bulbous nose,,lipstick,open mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
00597.jpg,male,old,round head,,,black hair,,thick eyebrow,straight eyebrow,brown eyes,big eyes,upturned eyes,bags under eyes,,,,big nose,,,closed mouth,,,,,,less makeup,wheat colour skin,happiness,,,hat
03314.jpg,man,young,square head,,straight hair,black hair,,thick eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,thick lips,,open mouth,,,,,,less makeup,fair skin,happiness,happy,,
03133.jpg,man,old,triangle head,,straight hair,black hair,,thick eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,,,,,,,,closed mouth,,,,,,less makeup,white skin,happiness,,,
02667.jpg,male,young,oval head,,,black hair,,thick eyebrow,angled eyebrow,black eyes,normal eyes,deep set eyes,,,,,bulbous nose,full lips,,closed mouth,,,beard,goatee,,less makeup,brown skin,neutral,,sunglasses,
03983.jpg,male,aged,oval head,bald,,gray hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,spectacles,
02940.jpg,female,young,oval head,,wavy hair,brown hair,,thick eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,heavy makeup,fair skin,happiness,,,
01440.jpg,male,young,square head,,straight hair,black hair,,bushy eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,big nose,,,closed mouth,,,beard,goatee,,less makeup,fair skin,neutral,,,
02950.jpg,female,young,triangle head,,straight hair,brown hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,wheat colour skin,happiness,happy,,
03101.jpg,female,aged,round head,,straight hair,brown hair,,thin eyebrow,straight eyebrow,blue eyes,normal eyes,downturned eyes,,,,,pointy nose,full lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,,,
02406.jpg,woman,young,round head,,,blonde hair,,thin eyebrow,round eyebrow,brown eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,,,
03061.jpg,man,aged,round head,,,black hair,,bushy eyebrow,angled eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,,,big nose,full lips,,open mouth,,,,,,less makeup,black skin,happiness,,,
04317.jpg,male,old,round head,receding hair,,gray hair,,bushy eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,open mouth,,,beard,,,less makeup,wheat colour skin,happiness,happy,,
01003.jpg,man,aged,square head,,,blonde hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,bags under eyes,narrow eyes,,,bulbous nose,big lips,,open mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
01135.jpg,woman,young,oval head,,,black hair,,thin eyebrow,round eyebrow,brown eyes,normal eyes,upturned eyes,,,eye makeup,,bulbous nose,,lipstick,closed mouth,,,,,,wearing makeup,black skin,neutral,,,
04227.jpg,male,young,oval head,,,brown hair,,bushy eyebrow,straight eyebrow,green eyes,normal eyes,almond eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
04448.jpg,man,young,rectangle head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,,narrow eyes,eye makeup,,big nose,,,open mouth,,,beard,,,less makeup,white skin,happiness,happy,,
03677.jpg,woman,young,round head,,straight hair,blonde hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,,,,,,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,smile,,
00764.jpg,man,young,oval head,,,black hair,,bushy eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03917.jpg,female,young,triangle head,,,blonde hair,,thin eyebrow,round eyebrow,blue eyes,small eyes,upturned eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
04115.jpg,male,young,triangle head,,wavy hair,brown hair,,thick eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,,,eye makeup,,big nose,big lips,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03508.jpg,woman,young,oval head,,wavy hair,black hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,narrow eyes,eye makeup,,,thick lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
02695.jpg,woman,aged,oval head,,,blonde hair,,thin eyebrow,angled eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,wearing makeup,pale skin,happiness,happy,,
03103.jpg,male,young,triangle head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,big eyes,almond eyes,,,eye makeup,,big nose,thick lips,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,
00763.jpg,male,old,oval head,receding hair,,brown hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,,,pointy nose,,,open mouth,,,,,,less makeup,white skin,neutral,,,
00839.jpg,man,young,triangle head,,,brown hair,,normal eyebrow,straight eyebrow,blue eyes,big eyes,almond eyes,,,,,pointy nose,,,closed mouth,,,beard,,,less makeup,fair skin,neutral,,,
01281.jpg,female,old,round head,,wavy hair,brown hair,,thick eyebrow,straight eyebrow,gray eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,big nose,,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,happy,,
01112.jpg,woman,young,round head,,wavy hair,blonde hair,,normal eyebrow,straight eyebrow,blue eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
02917.jpg,male,aged,rectangle head,,straight hair,brown hair,,thick eyebrow,angled eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,open mouth,,,,,,less makeup,fair skin,happiness,smile,,
04951.jpg,man,old,square head,,,brown hair,,thin eyebrow,straight eyebrow,gray eyes,small eyes,downturned eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,,,,less makeup,fair skin,sadness,,,
02123.jpg,male,young,oval head,,straight hair,brown hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,deep set eyes,,,,,pointy nose,big lips,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
03450.jpg,man,young,oval head,,,black hair,,thick eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,full lips,,closed mouth,,,beard,,,less makeup,wheat colour skin,neutral,,,
02774.jpg,female,young,oval head,,wavy hair,blond hair,,normal eyebrow,round eyebrow,green eyes,small eyes,deep set eyes,,,eye makeup,,big nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
01495.jpg,woman,old,rectangle head,,wavy hair,black hair,,thick eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,,big lips,lipstick,closed mouth,double chin,,,,,wearing makeup,white skin,happiness,happy,,
01392.jpg,man,aged,triangle head,,wavy hair,brown hair,,thick eyebrow,angled eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,mustache,beard,,,less makeup,pale skin,happiness,,,
02359.jpg,woman,young,oval head,,straight hair,blonde hair,,normal eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,happy,,
03328.jpg,man,young,oval head,,straight hair,black hair,,thick eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,thick lips,,open mouth,double chin,,,,,less makeup,white skin,happiness,happy,,
00316.jpg,female,young,oval head,,straight hair,blonde hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,big lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
04082.jpg,male,aged,oval head,,,black hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,,,eye makeup,,big nose,,,closed mouth,,mustache,beard,goatee,,less makeup,brown skin,neutral,,sunglasses,
02830.jpg,female,young,oval head,,,brown hair,,thin eyebrow,round eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
00754.jpg,male,old,square head,,,gray hair,,thin eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,open mouth,,mustache,beard,,,less makeup,white skin,happiness,,,
04680.jpg,man,young,round head,,,brown hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,deep set eyes,,,,,,,,closed mouth,,,,,,less makeup,pale skin,neutral,,sunglasses,
02338.jpg,woman,young,oval head,,wavy hair,black hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,,,
00593.jpg,woman,young,square head,,wavy hair,brown hair,,thin eyebrow,angled eyebrow,brown eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,big nose,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
00645.jpg,woman,young,oval head,,straight hair,black hair,,normal eyebrow,straight eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,fair skin,neutral,,,
03533.jpg,male,young,triangle head,,straight hair,black hair,,normal eyebrow,round eyebrow,green eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,,full lips,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
01147.jpg,woman,young,triangle head,,,black hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,big nose,full lips,lipstick,open mouth,,,,,,heavy makeup,pale skin,happiness,smile,,
01209.jpg,female,young,oval head,,wavy hair,blonde hair,,normal eyebrow,round eyebrow,gray eyes,small eyes,deep set eyes,,,eye makeup,,big nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
00400.jpg,man,young,triangle head,,straight hair,black hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,,,open mouth,,,,,,less makeup,fair skin,happiness,happy,,
03373.jpg,woman,young,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,heavy makeup,wheat colour skin,happiness,smile,,
03281.jpg,man,young,oval head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,downturned eyes,,,eye makeup,,bulbous nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,sunglasses,
02315.jpg,man,young,square head,,wavy hair,black hair,,thick eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,,,,bulbous nose,,,closed mouth,,,,,,less makeup,wheat colour skin,neutral,,,
04992.jpg,male,young,rectangle head,,straight hair,brown hair,,thin eyebrow,straight eyebrow,brown eyes,small eyes,downturned eyes,bags under eyes,narrow eyes,,,bulbous nose,big lips,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
01285.jpg,woman,young,oval head,,wavy hair,brown hair,,thick eyebrow,round eyebrow,gray eyes,small eyes,deep set eyes,,narrow eyes,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
03339.jpg,female,young,triangle head,,straight hair,black hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,full lips,,open mouth,,,,,,less makeup,black skin,happiness,happy,,
03882.jpg,man,young,round head,,,black hair,,thick eyebrow,angled eyebrow,brown eyes,big eyes,almond eyes,bags under eyes,,,,big nose,full lips,,closed mouth,double chin,mustache,beard,goatee,,less makeup,black skin,happiness,happy,,
03690.jpg,woman,young,round head,,wavy hair,blonde hair,,normal eyebrow,angled eyebrow,blue eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
04467.jpg,man,young,oval head,,wavy hair,brown hair,,thick eyebrow,round eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,narrow eyes,eye makeup,,big nose,,,open mouth,,mustache,beard,,,less makeup,white skin,happiness,smile,,
04490.jpg,woman,young,oval head,,,black hair,,thick eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,wheat colour skin,neutral,,,
03343.jpg,female,aged,oval head,,wavy hair,brown hair,,thin eyebrow,round eyebrow,brown eyes,big eyes,deep set eyes,,,eye makeup,,bulbous nose,full lips,,open mouth,,,,,,less makeup,black skin,happiness,happy,,
00808.jpg,female,young,oval head,,straight hair,black hair,,bushy eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,less makeup,white skin,happiness,,,
00797.jpg,man,young,oval head,,,black hair,,bushy eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,,,big nose,,,closed mouth,,mustache,beard,goatee,,less makeup,white skin,happiness,happy,,
00953.jpg,woman,young,square head,,straight hair,brown hair,,thick eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,smile,,
00642.jpg,man,aged,round head,,,gray hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,open mouth,,,beard,,,less makeup,fair skin,happiness,,,
02538.jpg,female,young,oval head,,,blonde hair,,normal eyebrow,angled eyebrow,green eyes,normal eyes,upturned eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,smile,,
02826.jpg,female,young,round head,,wavy hair,blonde hair,,thick eyebrow,angled eyebrow,gray eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,neutral,,,
03004.jpg,female,young,triangle head,,wavy hair,black hair,,thin eyebrow,round eyebrow,brown eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,wearing makeup,brown skin,happiness,smile,,
01394.jpg,woman,young,oval head,,,black hair,,thick eyebrow,angled eyebrow,black eyes,big eyes,almond eyes,bags under eyes,narrow eyes,eye makeup,,big nose,full lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
01993.jpg,woman,young,triangle head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,less makeup,fair skin,neutral,,,
01301.jpg,woman,young,triangle head,,wavy hair,brown hair,,thin eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
00712.jpg,woman,young,round head,,,blonde hair,,thick eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
04433.jpg,man,young,oval head,,straight hair,black hair,,thick eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,narrow eyes,eye makeup,,,full lips,,open mouth,,,,,,less makeup,pale skin,sadness,,,
04904.jpg,man,young,triangle head,,,,forehead occlusion,bushy eyebrow,angled eyebrow,black eyes,small eyes,upturned eyes,,,,,bulbous nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,hat
00444.jpg,woman,young,oval head,,straight hair,black hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
03845.jpg,man,aged,oval head,,,,forehead occlusion,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,,,beard,,,less makeup,fair skin,happiness,,,hat
00751.jpg,male,aged,oval head,,,brown hair,,thick eyebrow,straight eyebrow,gray eyes,small eyes,downturned eyes,,,,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
01121.jpg,female,young,triangle head,,wavy hair,blond hair,,normal eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,full lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,neutral,smile,,
02980.jpg,woman,young,oval head,,wavy hair,blonde hair,,thin eyebrow,angled eyebrow,gray eyes,big eyes,downturned eyes,,,eye makeup,,,thick lips,lipstick,open mouth,,,,,,wearing makeup,wheat colour skin,happiness,happy,,
02937.jpg,man,young,square head,,,black hair,,thick eyebrow,straight eyebrow,blue eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
